"(Intercept)","scale(artificial)","scale(B_prime_std)","scale(corals)","scale(depth_range)","scale(gravel)","scale(macroalgae)","scale(mean_MaxN)","scale(min_depth)","scale(n_presence)","scale(rocks)","scale(sand)","scale(sbt_max)","scale(sbt_min)","scale(sbt_range)","scale(seagrass)","scale(silt)","df","logLik","AICc","delta","weight"
-2.93065773523316,NA,0.356036908284371,-1.17352865094677,NA,NA,0.428116534009488,NA,-1.04273413059434,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.4380148325493,89.5819120180398,1.39089414040328,0.00134053424544382
-2.88580644933066,NA,NA,-1.46682985121343,NA,NA,NA,NA,-0.828051064328991,NA,NA,NA,NA,-0.371599532278794,NA,NA,NA,5,-39.5478622014262,89.5957244028524,1.4047065252159,0.0013313081532716
-2.95807038207143,NA,NA,-1.42993480809157,NA,NA,0.279202770584118,0.424066638050914,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.5503837778918,89.6007675557835,1.40974967814701,0.00132795538686885
-2.93225513889412,NA,NA,-1.32883985104457,NA,NA,0.375973342580894,0.301542787091524,-0.932806297005962,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.4489081407291,89.6036986343994,1.41268075676285,0.00132601064144873
-2.76106813995235,NA,NA,-1.44440815454902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.378225489930611,4,-40.6590262096401,89.6486309316769,1.45761305404035,0.00129655243453001
-2.89398176474774,NA,0.292635036254509,-1.43575703325572,NA,NA,NA,NA,-0.748338681957701,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.5981228227847,89.6962456455694,1.50522776793288,0.00126604948593173
-2.87571379966158,NA,NA,-1.48367110922419,NA,NA,NA,NA,-0.704897315548884,NA,NA,NA,NA,NA,0.274608828112218,NA,NA,5,-39.6113633702187,89.7227267404374,1.53170886280087,0.00124939678637294
-2.70366360983289,NA,NA,-1.34993051890173,0.515209353722962,NA,NA,NA,NA,NA,-0.369001796292403,NA,NA,NA,NA,NA,NA,5,-39.6402241171057,89.7804482342114,1.58943035657485,0.00121385363006243
-3.01034178203417,NA,NA,-1.57681663819964,NA,NA,NA,0.442693898724888,NA,NA,NA,NA,NA,NA,NA,NA,-0.383303731428162,5,-39.6825301863157,89.8650603726314,1.67404249499486,0.00116357137602693
-2.73597150518015,NA,NA,-1.49667933489977,NA,NA,NA,NA,NA,NA,-0.220286835079168,NA,NA,NA,NA,NA,NA,4,-40.7924413307131,89.9154611738229,1.72444329618641,0.0011346152960254
-2.85620626380198,NA,NA,-1.25387399233572,0.280200268136459,NA,0.319703250357131,NA,-0.999979981499201,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.6092723320381,89.9244270170173,1.73340913938077,0.00112954028853988
-3.09954651859805,NA,0.272843441060238,-1.55957414480029,NA,NA,NA,0.456405216315551,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.7194928307202,89.9389856614404,1.74796778380387,0.00112134785468691
-2.86135207959098,NA,NA,-1.49980456060319,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23675695462699,NA,NA,NA,4,-40.8067242490675,89.9440270105316,1.75300913289512,0.00111852486111156
-2.86053796858581,NA,NA,-1.50727543622976,NA,NA,NA,NA,-0.713469264667427,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.7904922209372,90.0809844418745,1.88996656423795,0.00104449343137399
-2.92606043062075,NA,NA,-1.77103057388053,NA,NA,NA,NA,-0.823475255528769,NA,NA,-0.31592482153524,NA,NA,NA,NA,NA,5,-39.7920139037988,90.0840278075976,1.89300992996102,0.00104290525227939
-3.00037629479304,NA,NA,-1.63592468153363,NA,NA,NA,0.443240742445223,NA,NA,-0.22125992533339,NA,NA,NA,NA,NA,NA,5,-39.8079984100952,90.1159968201905,1.92497894255395,0.00102636745310714
-3.04950826110143,NA,NA,-1.60269586319991,NA,NA,NA,0.390945460032249,NA,NA,NA,NA,NA,NA,0.214874746988144,NA,NA,5,-39.8266892423922,90.1533784847843,1.9623606071478,0.00100736195871016
-2.89193626198855,NA,NA,-1.26896409173237,NA,NA,0.361209542011596,NA,-1.09042341379155,NA,NA,NA,NA,-0.265147100806076,NA,NA,NA,6,-38.7465965790427,90.1990755110265,2.00805763338998,0.000984606193450069
-2.85827097499787,NA,NA,-1.56812021142721,NA,0.152438942156208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-40.9370486265081,90.2046757654129,2.01365788777633,0.000981853027279848
-3.24551411869061,NA,NA,-1.78712182865565,NA,0.247372546855484,NA,0.501889257714813,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.8524759716281,90.2049519432561,2.01393406561962,0.000981717453614924
-2.82846241384307,-0.164230590775461,NA,-1.47940269680584,NA,NA,NA,NA,-0.826432986823482,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.8530743807025,90.2061487614049,2.01513088376839,0.000981130160720422
-2.86934886073099,NA,NA,-1.31775922263743,0.511648121593122,NA,NA,0.310990560710229,NA,NA,NA,NA,NA,NA,NA,NA,-0.68089376923883,6,-38.7634001549673,90.2326826628758,2.04166478523932,0.000968199519961781
